,titolo,titolo_processed,zona,zona_processed,città,distanza_centro,prezzo,numero_notti,numero_persone,inizio_permanenza,fine_permanenza,recensione_voto_numerico,recensione_voto_parola,numero_recensioni,date,permanenza,indirizzo,valutazione,inizio_permanenza_datetime,fine_permanenza_datetime
87,Hotel Center 3,3 Center Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.2,124,1.0,2.0,01-08-25,02-08-25,"7,3",Ottimo,1607.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,2 km dal centro",3.0,2025-01-08,2025-02-08
88,Prati 25.7 Suites in Rome,25 7 In Prati Suites,Città del Vaticano,vaticano,roma,0.0,132,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,379.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
89,Palazzo Sant'Antonio,Antonio Palazzo Sant,Trionfale,trionfale,roma,2.3,63,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1362.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,3 km dal centro",3.0,2025-01-08,2025-02-08
90,Hotel Best Roma,Best Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.049,126,1.0,2.0,01-08-25,02-08-25,"7,4",Ottimo,112.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 49 m dal centro",4.0,2025-01-08,2025-02-08
91,Rome Garden Hotel,Garden Hotel,Nomentano,nomentano,roma,0.4,152,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,295.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 0,4 km dal centro",3.0,2025-01-08,2025-02-08
92,Precise House Mantegna Roma,House Mantegna Precise,Eur e Garbatella,eur garbatella,roma,3.0,177,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1968.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 3,0 km dal centro",4.0,2025-01-08,2025-02-08
93,LH Hotel Lloyd Rome,Hotel Lh Lloyd,Nomentano,nomentano,roma,0.4,120,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,1688.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 0,4 km dal centro",3.0,2025-01-08,2025-02-08
94,Hotel Philia,Hotel Philia,Stazione centrale Roma Termini,stazione termini,roma,0.0,89,1.0,2.0,01-08-25,02-08-25,"6,3",Buono,418.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
95,Occidental Aran Park Hotel,Aran Hotel Occidental Park,Eur e Garbatella,eur garbatella,roma,6.6,124,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,4451.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 6,6 km dal centro",4.0,2025-01-08,2025-02-08
96,Hotel Villa San Lorenzo Maria,Hotel Lorenzo Maria San Villa,Stazione centrale Roma Termini,stazione termini,roma,0.4,166,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,3684.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,4 km dal centro",3.0,2025-01-08,2025-02-08
97,Adesso Hotel,Adesso Hotel,Nomentano,nomentano,roma,1.9,161,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,3375.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,9 km dal centro",4.0,2025-01-08,2025-02-08
98,TH Roma - Carpegna Palace,Carpegna Palace Th,Aurelio e Monteverde,aurelio monteverde,roma,2.5,112,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,490.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 2,5 km dal centro",4.0,2025-01-08,2025-02-08
99,Hotel Boomerang Roma,Boomerang Hotel,Roma Ovest,ovest,roma,6.7,81,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,1296.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Ovest, Roma - A 6,7 km dal centro",3.0,2025-01-08,2025-02-08
100,La Griffe Hotel Roma,Griffe Hotel La,Stazione centrale Roma Termini,stazione termini,roma,0.0,139,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,5347.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
101,Best Western Hotel Globus,Best Globus Hotel Western,Policlinico,policlinico,roma,0.9,138,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,3462.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Policlinico, Roma - A 0,9 km dal centro",3.0,2025-01-08,2025-02-08
102,All Time Relais & Sport Hotel,All Hotel Relais Sport Time,Eur e Garbatella,eur garbatella,roma,8.8,851,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,303.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 8,8 km dal centro",4.0,2025-01-08,2025-02-08
103,The RomeHello,Romehello The,Stazione centrale Roma Termini,stazione termini,roma,0.0,146,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,10024.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
104,Hotel Buenos Aires,Aires Buenos Hotel,Nomentano,nomentano,roma,1.2,128,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,1084.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,2 km dal centro",3.0,2025-01-08,2025-02-08
105,Hotel Gabriella,Gabriella Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.0,96,1.0,2.0,01-08-25,02-08-25,"7,3",Ottimo,436.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
106,Hotel Milani,Hotel Milani,Stazione centrale Roma Termini,stazione termini,roma,0.0,164,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,3827.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
107,Rome  Ciampino Smart Hotel,Ciampino Hotel Smart,Aeroporto di Ciampino,aeroporto ciampino,roma,11.9,81,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,366.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Ciampino, Roma - A 11,9 km dal centro",3.0,2025-01-08,2025-02-08
108,Hotel Il Cantico St. Peter,Cantico Hotel Il Peter St,Città del Vaticano,vaticano,roma,1.0,85,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,536.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 1,0 km dal centro",3.0,2025-01-08,2025-02-08
109,Hotel Residence Magnolia,Hotel Magnolia Residence,Trionfale,trionfale,roma,1.2,93,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,11.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 1,2 km dal centro",3.0,2025-01-08,2025-02-08
110,Albergo Ottocento,Albergo Ottocento,Via Veneto,via veneto,roma,0.0,213,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,244.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
111,Hotel Dei Congressi,Congressi Dei Hotel,Eur e Garbatella,eur garbatella,roma,5.8,172,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,3304.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 5,8 km dal centro",4.0,2025-01-08,2025-02-08
112,UNA HOTELS Decò Roma,Decò Hotels Una,Stazione centrale Roma Termini,stazione termini,roma,0.0,231,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,5083.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
113,La Villetta Fiera Airport,Airport Fiera La Villetta,Aeroporto di Fiumicino,aeroporto fiumicino,roma,12.7,95,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,137.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 12,7 km dal centro",3.0,2025-01-08,2025-02-08
114,Hotel Altavilla,Altavilla Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.0,102,1.0,2.0,01-08-25,02-08-25,"6,6",Buono,377.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
115,Ginevra Palace Hotel,Ginevra Hotel Palace,Aurelio e Monteverde,aurelio monteverde,roma,3.7,87,1.0,2.0,01-08-25,02-08-25,"7,0",Ottimo,235.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 3,7 km dal centro",3.0,2025-01-08,2025-02-08
116,Freedom Traveller Hostel,Freedom Hostel Traveller,Stazione centrale Roma Termini,stazione termini,roma,0.0,119,1.0,2.0,01-08-25,02-08-25,"6,9",Buono,553.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
117,Hotel Filippo Roma,Filippo Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.0,83,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,942.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
118,Urban Garden Hotel,Garden Hotel Urban,Roma Est,est,roma,5.7,154,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,1501.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 5,7 km dal centro",3.0,2025-01-08,2025-02-08
119,Fabulous Village,Fabulous Village,Ostia,ostia,roma,13.5,213,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,6458.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 13,5 km dal centro",4.0,2025-01-08,2025-02-08
120,Casa I Cappuccini,Cappuccini Casa I,Via Veneto,via veneto,roma,0.0,133,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1585.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
121,Hotel Imperatori,Hotel Imperatori,Roma Nord,nord,roma,8.2,77,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,845.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Nord, Roma - A 8,2 km dal centro",4.0,2025-01-08,2025-02-08
122,Golden Tulip Rome Piram,Golden Piram Tulip,Stazione centrale Roma Termini,stazione termini,roma,0.0,204,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,2886.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
123,Hampton Inn Rome East,East Hampton Inn,Roma Est,est,roma,8.2,103,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,38.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 8,2 km dal centro",4.0,2025-01-08,2025-02-08
124,Glamour Spanish Steps,Glamour Spanish Steps,Flaminio e Parioli,flaminio parioli,roma,0.0,78,1.0,2.0,01-08-25,02-08-25,"6,9",Buono,448.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
125,Gioberti Hotel,Gioberti Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.0,181,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,1365.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
126,Suite Opera Rooms                                                               ,Opera Rooms Suite,Stazione centrale Roma Termini,stazione termini,roma,0.0,117,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,94.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
127,Albergo Marisa                                                                  ,Albergo Marisa,Stazione centrale Roma Termini,stazione termini,roma,0.0,137,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,5332.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
128,Relais Monti,Monti Relais,Monti,monti,roma,0.0,214,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,1784.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
129,Augusta Lucilla Palace Hotel,Augusta Hotel Lucilla Palace,Stazione centrale Roma Termini,stazione termini,roma,0.0,166,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,8084.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
130,Rome Marriott Park Hotel,Hotel Marriott Park,Roma Ovest,ovest,roma,9.2,200,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,2873.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Ovest, Roma - A 9,2 km dal centro",4.0,2025-01-08,2025-02-08
131,Hotel Artemide,Artemide Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.0,368,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,2798.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
132,Domus 21 Luxury Suites,21 Domus Luxury Suites,Pantheon,pantheon,roma,0.0,338,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,634.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
133,Bettoja Mediterraneo Hotel,Bettoja Hotel Mediterraneo,Stazione centrale Roma Termini,stazione termini,roma,0.0,198,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,2813.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
134,Argentina Residenza Style Hotel,Argentina Hotel Residenza Style,Pantheon,pantheon,roma,0.0,208,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,463.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
135,Hotel Homs,Homs Hotel,Piazza di Spagna,spagna,roma,0.0,152,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,78.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
136,Hostel Trastevere,Hostel Trastevere,Trastevere,trastevere,roma,0.9,163,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,4474.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 0,9 km dal centro",2.0,2025-01-08,2025-02-08
137,Cardinal St Peter Hotel,Cardinal Hotel Peter St,Aurelio e Monteverde,aurelio monteverde,roma,2.1,162,1.0,2.0,01-08-25,02-08-25,"7,5",Ottimo,3816.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 2,1 km dal centro",4.0,2025-01-08,2025-02-08
138,Leonardo Boutique Hotel Rome Termini,Boutique Hotel Leonardo Termini,Stazione centrale Roma Termini,stazione termini,roma,0.0,185,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1729.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
139,citizenM Rome Isola Tiberina,Citizenm Isola Tiberina,Pantheon,pantheon,roma,0.0,304,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,2197.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
140,Orazio Palace Hotel,Hotel Orazio Palace,Città del Vaticano,vaticano,roma,0.0,204,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1678.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
141,Holiday Inn Rome - Eur Parco Dei Medici By IHG,By Dei Eur Holiday Ihg Inn Medici Parco,Roma Ovest,ovest,roma,8.4,190,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,4844.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Ovest, Roma - A 8,4 km dal centro",4.0,2025-01-08,2025-02-08
142,Hotel Relais Dei Papi,Dei Hotel Papi Relais,Città del Vaticano,vaticano,roma,0.0,226,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,34.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
143,Ostello Bello Roma,Bello Ostello,Colosseo e Foro Romano,colosseo foro romano,roma,0.0,232,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,2474.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
144,Hotel Tex,Hotel Tex,Stazione centrale Roma Termini,stazione termini,roma,0.0,125,1.0,2.0,01-08-25,02-08-25,"7,3",Ottimo,144.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
145,Grand Hotel Tiberio,Grand Hotel Tiberio,Trionfale,trionfale,roma,1.0,114,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,2843.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 1,0 km dal centro",4.0,2025-01-08,2025-02-08
146,Hotel Marcantonio,Hotel Marcantonio,Stazione centrale Roma Termini,stazione termini,roma,0.0,155,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1142.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
147,Albani Roma Hotel,Albani Hotel,Flaminio e Parioli,flaminio parioli,roma,0.5,124,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,2065.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - A 0,5 km dal centro",4.0,2025-01-08,2025-02-08
148,Mama Shelter Roma,Mama Shelter,Città del Vaticano,vaticano,roma,0.5,307,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,3109.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,5 km dal centro",4.0,2025-01-08,2025-02-08
149,B&B Dream Station,B B Dream Station,Stazione centrale Roma Termini,stazione termini,roma,0.0,108,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,361.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
150,B&B Destinazione Roma,B B Destinazione,Trionfale,trionfale,roma,2.4,116,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,3.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,4 km dal centro",3.0,2025-01-08,2025-02-08
151,Hotel Mirage,Hotel Mirage,Stazione centrale Roma Termini,stazione termini,roma,0.0,112,1.0,2.0,01-08-25,02-08-25,"6,8",Buono,682.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
152,Hotel Villa Delle Rose,Delle Hotel Rose Villa,Stazione centrale Roma Termini,stazione termini,roma,0.0,933,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,1432.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
153,Hotel Cecil,Cecil Hotel,Piazza di Spagna,spagna,roma,0.0,281,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,463.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
154,C-hotels Club House Roma,C Club Hotels House,Trionfale,trionfale,roma,2.1,141,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,6773.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,1 km dal centro",4.0,2025-01-08,2025-02-08
155,Hotel Villa Glori,Glori Hotel Villa,Flaminio e Parioli,flaminio parioli,roma,1.2,752,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,2417.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - A 1,2 km dal centro",4.0,2025-01-08,2025-02-08
156,A.Roma Lifestyle Hotel,A Hotel Lifestyle,Aurelio e Monteverde,aurelio monteverde,roma,3.1,207,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,4613.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 3,1 km dal centro",4.0,2025-01-08,2025-02-08
157,Hotel Accademia,Accademia Hotel,Fontana di Trevi,trevi,roma,0.0,123,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,2560.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
158,NH Roma Villa Carpegna,Carpegna Nh Villa,Trastevere,trastevere,roma,1.9,194,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,2816.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 1,9 km dal centro",4.0,2025-01-08,2025-02-08
159,Hotel Infinito,Hotel Infinito,Stazione centrale Roma Termini,stazione termini,roma,0.1,83,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,1769.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,1 km dal centro",3.0,2025-01-08,2025-02-08
160,Warmthotel,Warmthotel,Eur e Garbatella,eur garbatella,roma,7.6,128,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,2778.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 7,6 km dal centro",4.0,2025-01-08,2025-02-08
161,Hotel Della Conciliazione,Conciliazione Della Hotel,Città del Vaticano,vaticano,roma,0.0,288,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,2274.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
162,Hotel Tirreno,Hotel Tirreno,Monti,monti,roma,0.0,134,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,201.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
163,Romoli Hotel,Hotel Romoli,Appio Latino,appio latino,roma,1.9,264,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1923.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Appio Latino, Roma - A 1,9 km dal centro",3.0,2025-01-08,2025-02-08
164,Hotel Degli Aranci,Aranci Degli Hotel,Flaminio e Parioli,flaminio parioli,roma,1.4,127,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1561.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - A 1,4 km dal centro",4.0,2025-01-08,2025-02-08
165,Hotel Contilia,Contilia Hotel,Stazione centrale Roma Termini,stazione termini,roma,0.0,153,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,2167.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
166,Star Vatican Rooms Rome,Rooms Star Vatican,Città del Vaticano,vaticano,roma,0.0,154,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,54.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
167,Crossroad Hotel,Crossroad Hotel,Eur e Garbatella,eur garbatella,roma,1.3,96,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,178.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 1,3 km dal centro",3.0,2025-01-08,2025-02-08
168,Starhotels Metropole,Metropole Starhotels,Stazione centrale Roma Termini,stazione termini,roma,0.0,246,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,2971.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
169,Litus Roma Hostel,Hostel Litus,Ostia,ostia,roma,23.7,100,1.0,2.0,01-08-25,02-08-25,"7,3",Ottimo,2182.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 23,7 km dal centro",3.0,2025-01-08,2025-02-08
170,Impero Hotel,Hotel Impero,Stazione centrale Roma Termini,stazione termini,roma,0.0,142,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,6639.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
171,Sheraton Rome Parco de' Medici,De Medici Parco Sheraton,Roma Ovest,ovest,roma,9.2,185,1.0,2.0,01-08-25,02-08-25,"7,5",Ottimo,3240.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Ovest, Roma - A 9,2 km dal centro",4.0,2025-01-08,2025-02-08
172,Navona Palace Luxury Inn,Inn Luxury Navona Palace,Piazza Navona,navona,roma,0.0,151,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,102.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
173,Hotel Milton Roma,Hotel Milton,Stazione centrale Roma Termini,stazione termini,roma,0.0,145,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,8759.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
174,iQ Hotel Roma,Hotel Iq,Stazione centrale Roma Termini,stazione termini,roma,0.0,269,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,3797.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
175,Pratinn Vatican Guest House,Guest House Pratinn Vatican,Città del Vaticano,vaticano,roma,0.0,112,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,117.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
176,Domus Julia,Domus Julia,Fontana di Trevi,trevi,roma,0.0,103,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,573.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
